Fil_SITE_NO	Fil_STATION_NM	RECORD_NO	Fil_SAMPLE_START_DT	Fil_LAB_NO	Unf_LAB_NO	Fil_PARM_CD	Fil_PARM_NM	Unf_PARM_CD	Unf_PARM_NM	Fil_RESULT_VA	Unf_RESULT_VA	Fil_RPT_LEV_VA	Unf_RPT_LEV_VA	flags
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01000	Arsenic, wf	NA	NA	0.14035744	NA	.03	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01005	Barium, wf	NA	NA	14.7475103	NA	.04	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01025	Cadmium, wf	NA	NA	0.15548047	NA	.01	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01030	Chromium, wf	NA	NA	0.04946924	NA	.005	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01035	Cobalt, wf	NA	NA	0.06202323	NA	.01	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01040	Copper, wf	NA	NA	2.23859404	NA	.1	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01046	Iron, wf	NA	NA	84.1736016	NA	5	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01049	Lead, wf	NA	NA	0.00777293	NA	.006	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01056	Manganese, wf	NA	NA	23.0671153	NA	5	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01060	Molybdenum, wf	NA	NA	0.05097178	NA	.01	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01065	Nickel, wf	NA	NA	0.77800217	NA	.02	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01075	Silver, wf	NA	NA	0.02	NA	.02	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01080	Strontium, wf	NA	NA	46.1723514	NA	.3	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01085	Vanadium, wf	NA	NA	0.01032921	NA	.01	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01090	Zinc, wf	NA	NA	207.814379	NA	2	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01090	Zinc, wf	NA	NA	207.814379	NA	2	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01106	Aluminum, wf	NA	NA	14.8545935	NA	5	0	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	01205331	2012-09-21 11:40:00	W126089	NA	01130	Lithium, wf	NA	NA	2.18407182	NA	.1	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01000	Arsenic, wf	NA	NA	4.61407333	NA	.03	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01005	Barium, wf	NA	NA	57.1112088	NA	.04	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01025	Cadmium, wf	NA	NA	0.10676059	NA	.01	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01030	Chromium, wf	NA	NA	0.05511344	NA	.005	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01035	Cobalt, wf	NA	NA	1.32801112	NA	.01	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01040	Copper, wf	NA	NA	1.92381795	NA	.1	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01046	Iron, wf	NA	NA	3146.40158	NA	5	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01049	Lead, wf	NA	NA	0.06189282	NA	.006	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01056	Manganese, wf	NA	NA	1081.82323	NA	5	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01060	Molybdenum, wf	NA	NA	1.31684138	NA	.01	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01065	Nickel, wf	NA	NA	1.40499166	NA	.02	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01075	Silver, wf	NA	NA	0.02	NA	.02	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01080	Strontium, wf	NA	NA	46.5066911	NA	.3	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01085	Vanadium, wf	NA	NA	0.02985462	NA	.01	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01090	Zinc, wf	NA	NA	65.7436586	NA	2	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01090	Zinc, wf	NA	NA	65.7436586	NA	2	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01106	Aluminum, wf	NA	NA	20.3929748	NA	5	0	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	01205332	2012-09-21 12:10:00	W126090	NA	01130	Lithium, wf	NA	NA	4.59256303	NA	.1	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01000	Arsenic, wf	NA	NA	2.98238049	NA	.03	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01005	Barium, wf	NA	NA	20.0232188	NA	.04	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01025	Cadmium, wf	NA	NA	1.61680856	NA	.01	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01030	Chromium, wf	NA	NA	0.27124466	NA	.005	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01035	Cobalt, wf	NA	NA	2.73861674	NA	.01	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01040	Copper, wf	NA	NA	1.21084809	NA	.1	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01046	Iron, wf	NA	NA	13505.0148	NA	5	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01049	Lead, wf	NA	NA	0.96920921	NA	.006	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01056	Manganese, wf	NA	NA	31565.1596	NA	5	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01060	Molybdenum, wf	NA	NA	0.02889826	NA	.01	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01065	Nickel, wf	NA	NA	9.65761952	NA	.02	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01075	Silver, wf	NA	NA	0.02	NA	.02	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01080	Strontium, wf	NA	NA	88.8008375	NA	.3	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01085	Vanadium, wf	NA	NA	0.33998752	NA	.01	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01090	Zinc, wf	NA	NA	1149.86368	NA	2	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01090	Zinc, wf	NA	NA	1149.86368	NA	2	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01106	Aluminum, wf	NA	NA	540.698015	NA	5	0	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	01205333	2012-09-21 13:55:00	W126115	NA	01130	Lithium, wf	NA	NA	3.35889283	NA	.1	0	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	NA	01000	Arsenic, wf	NA	NA	35.2113521	NA	.03	0	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01005	Barium, wf	01007	Barium, wu,recov	11.0611978	10.938117	.04	.04	Filtered > unfiltered
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	NA	01025	Cadmium, wf	NA	NA	0.89076851	NA	.01	0	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01030	Chromium, wf	01034	Chromium, wu,recov	0.06340414	0.30519719	.005	.005	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01035	Cobalt, wf	01037	Cobalt, wu,recov	45.3775571	47.7322315	.01	.01	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01040	Copper, wf	01042	Copper, wu,recov	0.45906706	0.23745731	.1	.1	Filtered > unfiltered and > 10% diff.
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01046	Iron, wf	01045	Iron, wu,recov	84838.3406	86328.865	5	5	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01049	Lead, wf	01051	Lead, wu,recov	0.5954793	5.48620661	.006	.006	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01056	Manganese, wf	01055	Manganese, wu,recov	99329.5106	101459.186	5	5	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	0.15705894	0.15709776	.01	.01	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01065	Nickel, wf	01067	Nickel, wu,recov	58.3891643	62.3410859	.02	.02	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01075	Silver, wf	01077	Silver, wu,recov	0.02032976	0.30235047	.02	.02	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01080	Strontium, wf	01082	Strontium, wu,recov	326.293155	342.497778	.3	.3	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	NA	01085	Vanadium, wf	NA	NA	0.04617095	NA	.01	0	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01090	Zinc, wf	01092	Zinc, wu,recov	26358.8869	25722.6587	2	2	Filtered > unfiltered
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	NA	01090	Zinc, wf	NA	NA	26358.8869	NA	2	0	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01106	Aluminum, wf	01105	Aluminum, wu,recov	255.598162	275.049861	5	5	
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	01205334	2012-09-21 16:00:00	W126110	W126110	01130	Lithium, wf	01132	Lithium, wu,recov	10.1371015	10.5802217	.1	.1	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	NA	01000	Arsenic, wf	NA	NA	16.8586655	NA	.03	0	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01005	Barium, wf	01007	Barium, wu,recov	37.7528671	36.9168735	.04	.04	Filtered > unfiltered
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	NA	01025	Cadmium, wf	NA	NA	0.03559828	NA	.01	0	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01030	Chromium, wf	01034	Chromium, wu,recov	0.0693964	0.07508558	.005	.005	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01035	Cobalt, wf	01037	Cobalt, wu,recov	16.5347302	15.1313815	.01	.01	Filtered > unfiltered
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01040	Copper, wf	01042	Copper, wu,recov	0.43991406	0.1	.1	.1	Filtered > unfiltered and > 10% diff.
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01046	Iron, wf	01045	Iron, wu,recov	32824.7283	34982.5475	5	5	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01049	Lead, wf	01051	Lead, wu,recov	0.02281778	0.02155654	.006	.006	Filtered > unfiltered
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01056	Manganese, wf	01055	Manganese, wu,recov	34219.1129	35315.4251	5	5	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	0.56951554	0.5432205	.01	.01	Filtered > unfiltered
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01065	Nickel, wf	01067	Nickel, wu,recov	20.9337268	19.4600607	.02	.02	Filtered > unfiltered
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01075	Silver, wf	01077	Silver, wu,recov	0.02	0.02	.02	.02	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01080	Strontium, wf	01082	Strontium, wu,recov	480.756747	462.251694	.3	.3	Filtered > unfiltered
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	NA	01085	Vanadium, wf	NA	NA	0.01	NA	.01	0	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01090	Zinc, wf	01092	Zinc, wu,recov	7125.73786	7436.87416	2	2	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	NA	01090	Zinc, wf	NA	NA	7125.73786	NA	2	0	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01106	Aluminum, wf	01105	Aluminum, wu,recov	7.69258976	9.24621246	5	5	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	01205335	2012-09-21 15:50:00	W126111	W126111	01130	Lithium, wf	01132	Lithium, wu,recov	11.9683421	10.951561	.1	.1	Filtered > unfiltered
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	NA	01000	Arsenic, wf	NA	NA	1.12728444	NA	.03	0	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01005	Barium, wf	01007	Barium, wu,recov	56.5532056	56.9302312	.04	.04	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	NA	01025	Cadmium, wf	NA	NA	0.01013569	NA	.01	0	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01030	Chromium, wf	01034	Chromium, wu,recov	0.08157944	0.05755214	.005	.005	Filtered > unfiltered and > 10% diff.
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01035	Cobalt, wf	01037	Cobalt, wu,recov	1.55745064	1.11972051	.01	.01	Filtered > unfiltered and > 10% diff.
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01040	Copper, wf	01042	Copper, wu,recov	0.37207779	0.24412487	.1	.1	Filtered > unfiltered and > 10% diff.
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01046	Iron, wf	01045	Iron, wu,recov	4181.20478	3869.89072	5	5	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01049	Lead, wf	01051	Lead, wu,recov	0.01799984	0.01723008	.006	.006	Filtered > unfiltered
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01056	Manganese, wf	01055	Manganese, wu,recov	1320.07827	1280.74809	5	5	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	1.7676539	1.77443033	.01	.01	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01065	Nickel, wf	01067	Nickel, wu,recov	0.95450981	0.88691144	.02	.02	Filtered > unfiltered
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01075	Silver, wf	01077	Silver, wu,recov	0.02	0.02	.02	.02	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01080	Strontium, wf	01082	Strontium, wu,recov	46.8737128	45.9342346	.3	.3	Filtered > unfiltered
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	NA	01085	Vanadium, wf	NA	NA	0.01	NA	.01	0	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01090	Zinc, wf	01092	Zinc, wu,recov	27.9192114	26.4567697	2	2	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	NA	01090	Zinc, wf	NA	NA	27.9192114	NA	2	0	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01106	Aluminum, wf	01105	Aluminum, wu,recov	5	5	5	5	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	01205336	2012-09-21 15:40:00	W126112	W126112	01130	Lithium, wf	01132	Lithium, wu,recov	4.42096394	4.28217763	.1	.1	Filtered > unfiltered
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	NA	01000	Arsenic, wf	NA	NA	23.7690016	NA	.03	0	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01005	Barium, wf	01007	Barium, wu,recov	11.4200372	11.8743589	.02	.02	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	NA	01025	Cadmium, wf	NA	NA	1.11474581	NA	.01	0	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01030	Chromium, wf	01034	Chromium, wu,recov	0.10002832	0.19786993	.005	.005	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01035	Cobalt, wf	01037	Cobalt, wu,recov	47.5477335	48.3238351	.002	.002	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01040	Copper, wf	01042	Copper, wu,recov	0.2653736	0.2851796	.06	.06	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01046	Iron, wf	01045	Iron, wu,recov	76418.6876	94507.0695	2	2	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01049	Lead, wf	01051	Lead, wu,recov	0.2912079	7.06160204	.006	.006	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01056	Manganese, wf	01055	Manganese, wu,recov	97062.8367	102126.879	1	1	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	0.09230285	0.32930959	.01	.01	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01065	Nickel, wf	01067	Nickel, wu,recov	61.4532104	63.9021428	.08	.08	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01075	Silver, wf	01077	Silver, wu,recov	0.02272148	0.35318413	.02	.02	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01080	Strontium, wf	01082	Strontium, wu,recov	346.824249	350.346779	.3	.3	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	NA	01085	Vanadium, wf	NA	NA	0.01910404	NA	.01	0	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01090	Zinc, wf	01092	Zinc, wu,recov	23784.9139	24884.923	1	1	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	NA	01090	Zinc, wf	NA	NA	23784.9139	NA	1	0	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01106	Aluminum, wf	01105	Aluminum, wu,recov	198.542781	268.871551	1.4	1.4	
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	01205466	2012-05-31 14:30:00	1780220	1780220	01130	Lithium, wf	01132	Lithium, wu,recov	9.98473617	10.2535832	.1	.1	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	01305819	2013-05-30 12:30:00	2340122	2340122	00666	Phosphorus, wf	00666	Phosphorus, wf	0.01	0.01	.01	.01	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	01305819	2013-05-30 12:30:00	2340122	2340122	00666	Phosphorus, wf	00665	Phosphorus, wu	0.01	0.1	.01	.01	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	01305819	2013-05-30 12:30:00	2340122	2340122	00666	Phosphorus, wf	00666	Phosphorus, wf	0.01	0.01	.01	.01	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	01305819	2013-05-30 12:30:00	2340122	NA	01000	Arsenic, wf	NA	NA	1.8	NA	1	0	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	01305819	2013-05-30 12:30:00	2340122	2340122	01005	Barium, wf	01007	Barium, wu,recov	32	32.7	.2	.2	
