Fil_SITE_NO	Fil_STATION_NM	RECORD_NO	Fil_SAMPLE_START_DT	Fil_LAB_NO	Unf_LAB_NO	Fil_PARM_CD	Fil_PARM_NM	Unf_PARM_CD	Unf_PARM_NM	Fil_RESULT_VA	Unf_RESULT_VA	Fil_RPT_LEV_VA	Unf_RPT_LEV_VA	flags
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01005	Barium, wf	01007	Barium, wu,recov	5.87	6.19	.02	.02	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	NA	01025	Cadmium, wf	NA	NA	0.0796	NA	.01	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01030	Chromium, wf	01034	Chromium, wu,recov	0.8733	0.5298	.01	.01	Filtered > unfiltered and > 10% diff.
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01035	Cobalt, wf	01037	Cobalt, wu,recov	0.209	0.2165	.01	.01	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01040	Copper, wf	01042	Copper, wu,recov	1.08	0.9412	.13	.13	Filtered > unfiltered and > 10% diff.
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01046	Iron, wf	01045	Iron, wu,recov	130.6	212.7	6	6	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01049	Lead, wf	01051	Lead, wu,recov	0.1169	0.2353	.02	.02	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01056	Manganese, wf	01055	Manganese, wu,recov	514.6	535.1	4	4	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	0.3342	0.3321	.03	.03	Filtered > unfiltered
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01065	Nickel, wf	01067	Nickel, wu,recov	0.5652	0.4863	.1	.1	Filtered > unfiltered and > 10% diff.
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01075	Silver, wf	01077	Silver, wu,recov	0.01	0.0125	.1	.1	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01080	Strontium, wf	01082	Strontium, wu,recov	21.45	20.57	.24	.24	Filtered > unfiltered
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	NA	01085	Vanadium, wf	NA	NA	0.0681	NA	.01	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01090	Zinc, wf	01092	Zinc, wu,recov	105.9	105.6	2	2	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	NA	01090	Zinc, wf	NA	NA	105.9	NA	2	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01106	Aluminum, wf	01105	Aluminum, wu,recov	49.39	71.12	2	2	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603707	2006-07-12 09:30:00	0960202	0960202	01130	Lithium, wf	01132	Lithium, wu,recov	1.55	1.55	1.55	1.55	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	NA	01000	Arsenic, wf	NA	NA	0.1024	NA	.04	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01005	Barium, wf	01007	Barium, wu,recov	5.64	7.13	.02	.02	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	NA	01025	Cadmium, wf	NA	NA	0.0699	NA	.01	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01030	Chromium, wf	01034	Chromium, wu,recov	0.1462	0.1731	.01	.01	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01035	Cobalt, wf	01037	Cobalt, wu,recov	0.2842	0.3497	.01	.01	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01040	Copper, wf	01042	Copper, wu,recov	0.8898	1.03	.13	.13	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01046	Iron, wf	01045	Iron, wu,recov	156.4	318.2	6	6	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01049	Lead, wf	01051	Lead, wu,recov	0.1435	0.3497	.02	.02	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01056	Manganese, wf	01055	Manganese, wu,recov	833.2	891.8	4	4	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	0.3224	0.3533	.03	.03	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01065	Nickel, wf	01067	Nickel, wu,recov	0.6015	0.662	.1	.1	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01075	Silver, wf	01077	Silver, wu,recov	0.01	0.0142	.1	.1	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01080	Strontium, wf	01082	Strontium, wu,recov	22.51	23.18	.24	.24	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	NA	01085	Vanadium, wf	NA	NA	0.0584	NA	.01	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01090	Zinc, wf	01092	Zinc, wu,recov	122.5	132.6	2	2	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	NA	01090	Zinc, wf	NA	NA	122.5	NA	2	0	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01106	Aluminum, wf	01105	Aluminum, wu,recov	42.8	69.6	2	2	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	00603708	2006-08-24 09:45:00	0960200	0960200	01130	Lithium, wf	01132	Lithium, wu,recov	1.55	1.55	1.55	1.55	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	NA	01000	Arsenic, wf	NA	NA	0.4553	NA	.04	0	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01005	Barium, wf	01007	Barium, wu,recov	27.3	29.37	.02	.02	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	NA	01025	Cadmium, wf	NA	NA	5.2	NA	.01	0	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01030	Chromium, wf	01034	Chromium, wu,recov	0.6898	0.7299	.01	.01	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01035	Cobalt, wf	01037	Cobalt, wu,recov	0.1719	0.2728	.01	.01	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01040	Copper, wf	01042	Copper, wu,recov	4.69	5.44	.13	.13	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01046	Iron, wf	01045	Iron, wu,recov	336	684.3	6	6	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01049	Lead, wf	01051	Lead, wu,recov	1.46	7.55	.02	.02	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01056	Manganese, wf	01055	Manganese, wu,recov	163.8	196.1	4	4	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01060	Molybdenum, wf	01062	Molybdenum, wu,recov	0.1026	0.1207	.03	.03	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01065	Nickel, wf	01067	Nickel, wu,recov	4.9	5.09	.1	.1	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01075	Silver, wf	01077	Silver, wu,recov	0.9082	0.2025	.1	.1	Filtered > unfiltered and > 10% diff.
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01080	Strontium, wf	01082	Strontium, wu,recov	30.78	31.28	.24	.24	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	NA	01085	Vanadium, wf	NA	NA	0.2332	NA	.01	0	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01090	Zinc, wf	01092	Zinc, wu,recov	973.7	998	2	2	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	NA	01090	Zinc, wf	NA	NA	973.7	NA	2	0	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01106	Aluminum, wf	01105	Aluminum, wu,recov	165.3	411.5	2	2	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	00603709	2006-06-05 17:30:00	0960191	0960191	01130	Lithium, wf	01132	Lithium, wu,recov	1.55	1.55	1.55	1.55	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01000	Arsenic, wf	NA	NA	0.123	NA	.04	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01005	Barium, wf	NA	NA	57.29	NA	.02	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01025	Cadmium, wf	NA	NA	49.86	NA	.01	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01030	Chromium, wf	NA	NA	0.7474	NA	.01	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01035	Cobalt, wf	NA	NA	0.0833	NA	.01	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01040	Copper, wf	NA	NA	30.11	NA	.13	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01046	Iron, wf	NA	NA	6.07	NA	6	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01049	Lead, wf	NA	NA	1.52	NA	.02	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01056	Manganese, wf	NA	NA	1571	NA	4	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01060	Molybdenum, wf	NA	NA	0.03	NA	.03	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01065	Nickel, wf	NA	NA	24.31	NA	.1	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01075	Silver, wf	NA	NA	0.0737	NA	.1	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01080	Strontium, wf	NA	NA	116.8	NA	.24	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01085	Vanadium, wf	NA	NA	0.0239	NA	.01	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01090	Zinc, wf	NA	NA	8590	NA	2	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01090	Zinc, wf	NA	NA	8590	NA	2	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01106	Aluminum, wf	NA	NA	1237	NA	2	0	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	00603711	2006-06-05 15:55:00	W-91920	NA	01130	Lithium, wf	NA	NA	4.54	NA	1.55	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01000	Arsenic, wf	NA	NA	0.656	NA	.04	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01005	Barium, wf	NA	NA	9.67	NA	.02	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01025	Cadmium, wf	NA	NA	1.06	NA	.01	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01030	Chromium, wf	NA	NA	0.9757	NA	.01	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01035	Cobalt, wf	NA	NA	0.2236	NA	.01	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01040	Copper, wf	NA	NA	0.8846	NA	.13	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01046	Iron, wf	NA	NA	292.2	NA	6	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01049	Lead, wf	NA	NA	0.2852	NA	.02	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01056	Manganese, wf	NA	NA	144.5	NA	4	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01060	Molybdenum, wf	NA	NA	0.3528	NA	.03	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01065	Nickel, wf	NA	NA	2.43	NA	.1	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01075	Silver, wf	NA	NA	0.0447	NA	.1	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01080	Strontium, wf	NA	NA	31.84	NA	.24	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01085	Vanadium, wf	NA	NA	0.2857	NA	.01	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01090	Zinc, wf	NA	NA	284.6	NA	2	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01090	Zinc, wf	NA	NA	284.6	NA	2	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01106	Aluminum, wf	NA	NA	37.54	NA	2	0	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	00603712	2006-06-05 13:29:00	W-91925	NA	01130	Lithium, wf	NA	NA	1.55	NA	1.55	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01000	Arsenic, wf	NA	NA	0.1547	NA	.04	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01005	Barium, wf	NA	NA	40.96	NA	.02	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01025	Cadmium, wf	NA	NA	8.49	NA	.01	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01030	Chromium, wf	NA	NA	0.6808	NA	.01	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01035	Cobalt, wf	NA	NA	0.0354	NA	.01	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01040	Copper, wf	NA	NA	0.6341	NA	.13	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01046	Iron, wf	NA	NA	49.33	NA	6	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01049	Lead, wf	NA	NA	0.566	NA	.02	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01056	Manganese, wf	NA	NA	193.8	NA	4	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01060	Molybdenum, wf	NA	NA	0.0858	NA	.03	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01065	Nickel, wf	NA	NA	5.61	NA	.1	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01075	Silver, wf	NA	NA	0.0106	NA	.1	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01080	Strontium, wf	NA	NA	37.69	NA	.24	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01085	Vanadium, wf	NA	NA	0.1427	NA	.01	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01090	Zinc, wf	NA	NA	1416	NA	2	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01090	Zinc, wf	NA	NA	1416	NA	2	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01106	Aluminum, wf	NA	NA	155.6	NA	2	0	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	00603713	2006-06-05 14:40:00	W-91938	NA	01130	Lithium, wf	NA	NA	2.11	NA	1.55	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01000	Arsenic, wf	NA	NA	0.0898	NA	.04	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01005	Barium, wf	NA	NA	53.19	NA	.02	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01025	Cadmium, wf	NA	NA	39.46	NA	.01	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01030	Chromium, wf	NA	NA	0.8002	NA	.01	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01035	Cobalt, wf	NA	NA	0.0633	NA	.01	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01040	Copper, wf	NA	NA	22.96	NA	.13	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01046	Iron, wf	NA	NA	6	NA	6	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01049	Lead, wf	NA	NA	1.23	NA	.02	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01056	Manganese, wf	NA	NA	1175	NA	4	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01060	Molybdenum, wf	NA	NA	0.03	NA	.03	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01065	Nickel, wf	NA	NA	19.55	NA	.1	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01075	Silver, wf	NA	NA	0.0471	NA	.1	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01080	Strontium, wf	NA	NA	106	NA	.24	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01085	Vanadium, wf	NA	NA	0.0306	NA	.01	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01090	Zinc, wf	NA	NA	7109	NA	2	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01090	Zinc, wf	NA	NA	7109	NA	2	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01106	Aluminum, wf	NA	NA	964.5	NA	2	0	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	00603714	2006-06-05 15:20:00	W-91937	NA	01130	Lithium, wf	NA	NA	3.8	NA	1.55	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01000	Arsenic, wf	NA	NA	0.3055	NA	.04	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01005	Barium, wf	NA	NA	2.24	NA	.02	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01025	Cadmium, wf	NA	NA	0.01	NA	.01	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01030	Chromium, wf	NA	NA	1.12	NA	.01	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01035	Cobalt, wf	NA	NA	0.0166	NA	.01	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01040	Copper, wf	NA	NA	0.2252	NA	.13	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01046	Iron, wf	NA	NA	42.01	NA	6	0	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	00603715	2006-06-05 15:35:00	W-91939	NA	01049	Lead, wf	NA	NA	0.0293	NA	.02	0	
