Env_SITE_NO	Env_STATION_NM	Env_RECORD_NO	Rep_RECORD_NO	Env_SAMPLE_START_DT	Rep_SAMPLE_START_DT	Env_LAB_NO	Rep_LAB_NO	PARM_CD	Env_PARM_NM	Env_RESULT_VA	Rep_RESULT_VA	Env_minus_Rep	relPercent_diff	Env_RPT_LEV_VA	Rep_RPT_LEV_VA	flags
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00929	Sodium, wu,recov	1.749	1.755	-0.00599999999999978	-0.342465753424645	.09	.09	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00930	Sodium, wf	1.718	1.637	0.081	4.82861400894188	.09	.09	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00935	Potassium, wf	1.026	0.95	0.0760000000000001	7.6923076923077	.015	.015	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00937	Potassium, wu,recov	1.052	0.924	0.128	12.9554655870445	.015	.015	RPD > 10% and > RPT_LEV
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00940	Chloride, wf	0.263	0.267	-0.004	-1.50943396226415	.06	.06	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00945	Sulfate, wf	73.968	74.459	-0.491	-0.661604694563657	.09	.09	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00955	Silica, wf	12.769	12.23	0.539	4.31217248689947	.177	.177	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00956	Silica, wu	12.581	12.841	-0.26	-2.04547242545826	.177	.177	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00978	Arsenic, wu	0.358	0.431	-0.073	-18.5044359949303	.1	.1	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	00985	Vanadium, wu	0.018	0.016	0.002	11.7647058823529	.007	.007	RPD > 10% and > RPT_LEV
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01000	Arsenic, wf	0.312	0.244	0.068	24.4604316546763	.1	.1	RPD > 10% and > RPT_LEV
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01005	Barium, wf	27.664	27.606	0.0579999999999998	0.209878776913334	.036	.036	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01007	Barium, wu,recov	28.592	28.599	-0.00700000000000145	-0.0244793761256192	.036	.036	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01025	Cadmium, wf	34.232	35.252	-1.02	-2.9359276955846	.051	.051	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01030	Chromium, wf	0.087	0.2	-0.113	-78.7456445993031	.006	.006	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01034	Chromium, wu,recov	0.098	0.18	-0.082	-58.9928057553957	.006	.006	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01035	Cobalt, wf	1.524	1.506	0.018	1.18811881188119	.01	.01	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01037	Cobalt, wu,recov	1.478	1.505	-0.0269999999999999	-1.81025812939993	.01	.01	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01040	Copper, wf	14.368	14.08	0.288	2.02474690663667	.07	.07	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01042	Copper, wu,recov	14.465	13.822	0.643000000000001	4.54625799837382	.07	.07	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01045	Iron, wu,recov	480.023	459.784	20.239	4.30705453353721	5.231	5.231	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01046	Iron, wf	425.364	393.659	31.705	7.74215131931582	5.231	5.231	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01049	Lead, wf	19.501	21.521	-2.02	-9.84837404319633	.014	.014	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01051	Lead, wu,recov	21.373	22.406	-1.033	-4.71915758697091	.014	.014	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01055	Manganese, wu,recov	4322.598	4285.56	37.0379999999996	0.860532532046915	2.479	2.479	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01056	Manganese, wf	4405.801	4326.503	79.2980000000007	1.81619879472819	2.479	2.479	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01065	Nickel, wf	6.112	5.783	0.329	5.5317360235393	.026	.026	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01067	Nickel, wu,recov	5.875	5.633	0.242	4.20576989920056	.026	.026	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01075	Silver, wf	0.093	0.112	-0.019	-18.5365853658537	.019	.019	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01077	Silver, wu,recov	0.398	0.468	-0.07	-16.1662817551963	.019	.019	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01080	Strontium, wf	54.062	52.641	1.421	2.66346775629551	.413	.413	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01082	Strontium, wu,recov	53.322	54.438	-1.116	-2.07126948775056	.413	.413	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01085	Vanadium, wf	0.008	0.008	0	0	.007	.007	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01090	Zinc, wf	5509.798	5111.239	398.559	7.50508636774357	.897	.897	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01092	Zinc, wu,recov	5469.946	5130.984	338.962	6.39494836773754	.897	.897	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01105	Aluminum, wu,recov	832.944	825.419	7.52499999999998	0.907521453385052	1.54	1.54	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01106	Aluminum, wf	824.404	781.979	42.425	5.28205291017148	1.54	1.54	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01113	Cadmium, wu,recov	34.636	34.818	-0.181999999999995	-0.52408788550694	.051	.051	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01130	Lithium, wf	2.232	2.244	-0.012	-0.536193029490617	.577	.577	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01132	Lithium, wu,recov	2.179	2.39	-0.211	-9.23615670825127	.577	.577	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01300	Oil & grease, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01305	Suds or foam, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01320	Float.Garbage, svrty	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01325	Floating algae mats, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01330	Odor, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01340	Dead fish, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01345	Floating debris, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	01350	Turbidity, severity	0	0	0	NA	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	22703	Uranium, wf	1.442	1.536	-0.0940000000000001	-6.31296171927469	.008	.008	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	22704	Uranium, wu	1.456	1.502	-0.046	-3.11020960108181	.008	.008	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	80107	Sulfur, wu	21.0077236	21.4796948	-0.471971200000002	-2.2216986476166	.041958	.041958	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	81904	Stream velocity	0.9	0.9	0	0	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	82082	H-2/H-1 ratio, wu	-139.6	-139.4	-0.199999999999989	0.143369175627232	NA	NA	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	01102723	01102632	2011-06-08 15:20:00	2011-06-08 15:27:00	W118010	W118011	82085	delta O-18, wu	-18.42	-18.44	0.0199999999999996	-0.108518719479108	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00004	Stream width	3	3	0	0	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00010	Temperature, water	7.33	7.21	0.12	1.6506189821183	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00025	Air pressure	527.1	527.5	-0.399999999999977	-0.0758581452683439	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00095	Specific cond at 25C	174	173	1	0.576368876080692	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00300	Dissolved oxygen	8.1	8.11	-0.00999999999999979	-0.123380629241206	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00400	pH	3.94	3.94	0	0	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00915	Calcium, wf	9.176	8.966	0.210000000000001	2.31507000330725	.043	.043	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00916	Calcium, wu,recov	8.72	9.07	-0.35	-3.93479482855536	.043	.043	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00925	Magnesium, wf	2.083	2.18	-0.097	-4.55078583157401	.012	.012	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00927	Magnesium, wu,recov	2.09	2.137	-0.0470000000000002	-2.22379938490656	.012	.012	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00929	Sodium, wu,recov	1.506	1.59	-0.0840000000000001	-5.42635658914729	.09	.09	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00930	Sodium, wf	1.531	1.545	-0.014	-0.910273081924578	.09	.09	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00935	Potassium, wf	0.903	0.919	-0.016	-1.7563117453348	.015	.015	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00937	Potassium, wu,recov	0.904	0.763	0.141	16.9166166766647	.015	.015	RPD > 10% and > RPT_LEV
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00940	Chloride, wf	0.26	0.258	0.002	0.772200772200773	.06	.06	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00945	Sulfate, wf	67.984	68.577	-0.593000000000004	-0.868476358550397	.09	.09	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00955	Silica, wf	11.867	12.597	-0.729999999999999	-5.96795291039894	.177	.177	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00956	Silica, wu	12.546	12.296	0.25	2.01272039288302	.177	.177	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00978	Arsenic, wu	0.536	0.557	-0.021	-3.84263494967978	.1	.1	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	00985	Vanadium, wu	0.068	0.079	-0.011	-14.9659863945578	.007	.007	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01000	Arsenic, wf	0.152	0.182	-0.03	-17.9640718562874	.1	.1	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01005	Barium, wf	23.141	22.295	0.845999999999997	3.7239193590985	.036	.036	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01007	Barium, wu,recov	23.517	23.135	0.381999999999998	1.63765754951555	.036	.036	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01025	Cadmium, wf	38.463	38.027	0.436	1.14001830304615	.051	.051	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01030	Chromium, wf	0.224	0.132	0.092	51.685393258427	.006	.006	RPD > 10% and > RPT_LEV
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01034	Chromium, wu,recov	0.173	0.161	0.012	7.18562874251496	.006	.006	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01035	Cobalt, wf	1.369	1.313	0.056	4.17598806860552	.01	.01	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01037	Cobalt, wu,recov	1.346	1.362	-0.016	-1.18168389955687	.01	.01	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01040	Copper, wf	14.313	14.677	-0.363999999999999	-2.51121076233183	.07	.07	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01042	Copper, wu,recov	15.468	14.801	0.667	4.4071492285837	.07	.07	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01045	Iron, wu,recov	758.163	751.872	6.29100000000005	0.833225719933651	5.231	5.231	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01046	Iron, wf	666.487	715.08	-48.5930000000001	-7.0344760695645	5.231	5.231	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01049	Lead, wf	8.033	8.227	-0.194000000000001	-2.38622386223863	.014	.014	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01051	Lead, wu,recov	12.88	13.088	-0.207999999999998	-1.60197165742451	.014	.014	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01055	Manganese, wu,recov	3770.379	3769.637	0.741999999999734	0.0196816558479381	2.479	2.479	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01056	Manganese, wf	3722.164	3765.453	-43.2889999999998	-1.15628243271524	2.479	2.479	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01065	Nickel, wf	5.65	5.64	0.0100000000000007	0.177147918511969	.026	.026	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01067	Nickel, wu,recov	5.607	5.655	-0.048	-0.852424080980288	.026	.026	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01075	Silver, wf	1.352	1.378	-0.0259999999999998	-1.90476190476189	.019	.019	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01077	Silver, wu,recov	2.232	2.261	-0.0289999999999999	-1.29089695081237	.019	.019	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01080	Strontium, wf	51.469	49.838	1.631	3.21991570177777	.413	.413	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01082	Strontium, wu,recov	49.965	49.863	0.102000000000004	0.20435148455344	.413	.413	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01085	Vanadium, wf	0.025	0.027	-0.002	-7.69230769230769	.007	.007	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01090	Zinc, wf	5089.704	5468.719	-379.015	-7.17938654285778	.897	.897	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01092	Zinc, wu,recov	4923.495	5423.801	-500.306	-9.67027521006455	.897	.897	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01105	Aluminum, wu,recov	919.375	960.052	-40.677	-4.32865974576294	1.54	1.54	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01106	Aluminum, wf	928.546	922.957	5.58900000000006	0.603725729852996	1.54	1.54	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01113	Cadmium, wu,recov	38.819	37.755	1.064	2.77901115261055	.051	.051	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01130	Lithium, wf	2.182	2.224	-0.0420000000000003	-1.90649114843397	.577	.577	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01132	Lithium, wu,recov	2.233	2.26	-0.0269999999999997	-1.20186957489427	.577	.577	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01300	Oil & grease, severity	0	0	0	NA	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01305	Suds or foam, severity	0	0	0	NA	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01320	Float.Garbage, svrty	0	0	0	NA	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01325	Floating algae mats, severity	0	0	0	NA	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01330	Odor, severity	0	0	0	NA	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	01102725	01102633	2011-06-09 14:35:00	2011-06-09 14:37:00	W118033	W118022	01340	Dead fish, severity	0	0	0	NA	NA	NA	
