Env_SITE_NO	Env_STATION_NM	Env_RECORD_NO	Rep_RECORD_NO	Env_SAMPLE_START_DT	Rep_SAMPLE_START_DT	Env_LAB_NO	Rep_LAB_NO	PARM_CD	Env_PARM_NM	Env_RESULT_VA	Rep_RESULT_VA	Env_minus_Rep	relPercent_diff	Env_RPT_LEV_VA	Rep_RPT_LEV_VA	flags
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00306515	00307985	2002-11-13 09:20:00	2002-11-13 09:25:00	NA	NA	00010	Temperature, water	7.5	7.5	0	0	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00306515	00307985	2002-11-13 09:20:00	2002-11-13 09:25:00	NA	NA	00095	Specific cond at 25C	438	438	0	0	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00306515	00307985	2002-11-13 09:20:00	2002-11-13 09:25:00	NA	NA	00400	pH	6.18	6.23	-0.0500000000000007	-0.805801772763911	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00306515	00307985	2002-11-13 09:20:00	2002-11-13 09:25:00	NA	NA	82082	H-2/H-1 ratio, wu	-142.98	-142.16	-0.819999999999993	0.575156063688008	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00306515	00307985	2002-11-13 09:20:00	2002-11-13 09:25:00	NA	NA	82085	delta O-18, wu	-18.75	-18.72	-0.0300000000000011	0.160128102481992	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306533	00307986	2003-06-19 11:05:00	2003-06-19 11:08:00	NA	NA	00010	Temperature, water	7	7	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306533	00307986	2003-06-19 11:05:00	2003-06-19 11:08:00	NA	NA	00061	Discharge, instant.	14	14	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306533	00307986	2003-06-19 11:05:00	2003-06-19 11:08:00	NA	NA	00095	Specific cond at 25C	23	23	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306533	00307986	2003-06-19 11:05:00	2003-06-19 11:08:00	NA	NA	00400	pH	6.61	6.6	0.0100000000000007	0.151400454201373	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306533	00307986	2003-06-19 11:05:00	2003-06-19 11:08:00	NA	NA	82082	H-2/H-1 ratio, wu	-128.55	-129.15	0.599999999999994	-0.465657741559949	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306533	00307986	2003-06-19 11:05:00	2003-06-19 11:08:00	NA	NA	82085	delta O-18, wu	-17.49	-17.41	-0.0799999999999983	0.458452722063028	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306534	00307987	2003-08-12 10:10:00	2003-08-12 10:15:00	NA	NA	00010	Temperature, water	7.5	7.5	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306534	00307987	2003-08-12 10:10:00	2003-08-12 10:15:00	NA	NA	00061	Discharge, instant.	14	14	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306534	00307987	2003-08-12 10:10:00	2003-08-12 10:15:00	NA	NA	00095	Specific cond at 25C	24	24	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306534	00307987	2003-08-12 10:10:00	2003-08-12 10:15:00	NA	NA	00400	pH	6.69	5.96	0.73	11.5415019762846	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306534	00307987	2003-08-12 10:10:00	2003-08-12 10:15:00	NA	NA	82082	H-2/H-1 ratio, wu	-128.07	-129.08	1.01000000000002	-0.785533735174038	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00306534	00307987	2003-08-12 10:10:00	2003-08-12 10:15:00	NA	NA	82085	delta O-18, wu	-17.45	-17.39	-0.0599999999999987	0.344431687715262	NA	NA	
391435106225801	SC00908030BBB PPS PERISCOPE PIPE SPRING	00405810	00404505	2003-10-20 14:23:00	2003-10-20 14:25:00	NA	NA	00095	Specific cond at 25C	3898	3908	-10	-0.256213169356905	NA	NA	
391435106225801	SC00908030BBB PPS PERISCOPE PIPE SPRING	00405810	00404505	2003-10-20 14:23:00	2003-10-20 14:25:00	NA	NA	00400	pH	6.11	6.17	-0.0599999999999996	-0.977198697068397	NA	NA	
391435106225801	SC00908030BBB PPS PERISCOPE PIPE SPRING	00405810	00404505	2003-10-20 14:23:00	2003-10-20 14:25:00	NA	NA	82082	H-2/H-1 ratio, wu	-137.33	-139.08	1.75	-1.26623494084874	NA	NA	
391435106225801	SC00908030BBB PPS PERISCOPE PIPE SPRING	00405810	00404505	2003-10-20 14:23:00	2003-10-20 14:25:00	NA	NA	82085	delta O-18, wu	-17.5	-17.92	0.420000000000002	-2.37154150197629	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	00405827	00404506	2004-05-24 12:15:00	2004-05-24 12:20:00	NA	NA	00010	Temperature, water	9	9	0	0	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	00405827	00404506	2004-05-24 12:15:00	2004-05-24 12:20:00	NA	NA	00095	Specific cond at 25C	158.6	158.8	-0.200000000000017	-0.126023944549475	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	00405827	00404506	2004-05-24 12:15:00	2004-05-24 12:20:00	NA	NA	00400	pH	4.18	4.18	0	0	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	00405827	00404506	2004-05-24 12:15:00	2004-05-24 12:20:00	NA	NA	82082	H-2/H-1 ratio, wu	-133.3	-133.4	0.0999999999999943	-0.0749906261717243	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	00405827	00404506	2004-05-24 12:15:00	2004-05-24 12:20:00	NA	NA	82085	delta O-18, wu	-17.47	-17.54	0.0700000000000003	-0.39988574692945	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00405836	NA	2004-06-24 14:15:00	NA	NA	NA	00061	Discharge, instant.	0.2	NA	NA	NA	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00405836	00404507	2004-06-24 14:15:00	2004-06-24 14:20:00	NA	NA	00095	Specific cond at 25C	708.2	708.1	0.100000000000023	0.0141213019840461	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00405836	00404507	2004-06-24 14:15:00	2004-06-24 14:20:00	NA	NA	00400	pH	6.47	6.57	-0.100000000000001	-1.53374233128835	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00405836	00404507	2004-06-24 14:15:00	2004-06-24 14:20:00	NA	NA	82082	H-2/H-1 ratio, wu	-143.9	-144	0.0999999999999943	-0.069468565474119	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00405836	00404507	2004-06-24 14:15:00	2004-06-24 14:20:00	NA	NA	82085	delta O-18, wu	-19.19	-19.24	0.0499999999999972	-0.260213374967459	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00405843	00404508	2004-09-01 12:00:00	2004-09-01 12:05:00	NA	NA	00010	Temperature, water	7	7	0	0	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00405843	00404508	2004-09-01 12:00:00	2004-09-01 12:05:00	NA	NA	00061	Discharge, instant.	0.0325	0.0325	0	0	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00405843	00404508	2004-09-01 12:00:00	2004-09-01 12:05:00	NA	NA	00095	Specific cond at 25C	202.8	201.6	1.20000000000002	0.593471810089029	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00405843	00404508	2004-09-01 12:00:00	2004-09-01 12:05:00	NA	NA	00400	pH	5.61	5.62	-0.00999999999999979	-0.17809439002671	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00405843	00404508	2004-09-01 12:00:00	2004-09-01 12:05:00	NA	NA	82082	H-2/H-1 ratio, wu	-140.3	-140.1	-0.200000000000017	0.142653352353792	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00405843	00404508	2004-09-01 12:00:00	2004-09-01 12:05:00	NA	NA	82085	delta O-18, wu	-18.51	-18.45	-0.0600000000000023	0.324675324675337	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00505835	00501583	2005-07-17 12:50:00	2005-07-17 12:55:00	NA	NA	00010	Temperature, water	7	7	0	0	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00505835	00501583	2005-07-17 12:50:00	2005-07-17 12:55:00	NA	NA	00095	Specific cond at 25C	450.9	452	-1.10000000000002	-0.243659319968994	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00505835	00501583	2005-07-17 12:50:00	2005-07-17 12:55:00	NA	NA	00400	pH	6.24	6.2	0.04	0.643086816720258	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00505835	00501583	2005-07-17 12:50:00	2005-07-17 12:55:00	NA	NA	82082	H-2/H-1 ratio, wu	-140.91	-140.36	-0.549999999999983	0.391083300743046	NA	NA	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	00505835	00501583	2005-07-17 12:50:00	2005-07-17 12:55:00	NA	NA	82085	delta O-18, wu	-18.58	-18.42	-0.159999999999997	0.864864864864846	NA	NA	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	00505841	00501584	2005-08-10 12:00:00	2005-08-10 12:05:00	NA	NA	00010	Temperature, water	4.5	4.5	0	0	NA	NA	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	00505841	00501584	2005-08-10 12:00:00	2005-08-10 12:05:00	NA	NA	00095	Specific cond at 25C	253.7	254	-0.300000000000011	-0.118180027575344	NA	NA	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	00505841	00501584	2005-08-10 12:00:00	2005-08-10 12:05:00	NA	NA	00400	pH	4.24	4.16	0.0800000000000001	1.90476190476191	NA	NA	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	00505841	00501584	2005-08-10 12:00:00	2005-08-10 12:05:00	NA	NA	82082	H-2/H-1 ratio, wu	-132.43	-132.64	0.20999999999998	-0.158448711661055	NA	NA	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	00505841	00501584	2005-08-10 12:00:00	2005-08-10 12:05:00	NA	NA	82085	delta O-18, wu	-17.47	-17.39	-0.0799999999999983	0.458978772231775	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505850	00501585	2005-05-16 10:45:00	2005-05-16 10:50:00	NA	NA	00010	Temperature, water	4	4	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505850	NA	2005-05-16 10:45:00	NA	NA	NA	00061	Discharge, instant.	15	NA	NA	NA	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505850	00501585	2005-05-16 10:45:00	2005-05-16 10:50:00	NA	NA	00095	Specific cond at 25C	27.19	27.17	0.0199999999999996	0.073583517292125	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505850	00501585	2005-05-16 10:45:00	2005-05-16 10:50:00	NA	NA	00400	pH	7.28	7.27	0.0100000000000007	0.137457044673549	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505850	00501585	2005-05-16 10:45:00	2005-05-16 10:50:00	NA	NA	82082	H-2/H-1 ratio, wu	-123.82	-124.35	0.530000000000001	-0.427126566466536	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505850	00501585	2005-05-16 10:45:00	2005-05-16 10:50:00	NA	NA	82085	delta O-18, wu	-16.58	-16.56	-0.0199999999999996	0.120700060350028	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505855	00501586	2005-07-21 08:50:00	2005-07-21 08:55:00	NA	NA	00010	Temperature, water	4.5	4.5	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505855	00501586	2005-07-21 08:50:00	2005-07-21 08:55:00	NA	NA	00061	Discharge, instant.	14.2	14.2	0	0	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505855	00501586	2005-07-21 08:50:00	2005-07-21 08:55:00	NA	NA	00095	Specific cond at 25C	24.06	24.23	-0.170000000000002	-0.704079519569276	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505855	00501586	2005-07-21 08:50:00	2005-07-21 08:55:00	NA	NA	00400	pH	6.69	6.81	-0.119999999999999	-1.77777777777777	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505855	00501586	2005-07-21 08:50:00	2005-07-21 08:55:00	NA	NA	82082	H-2/H-1 ratio, wu	-129.54	-129.61	0.0700000000000216	-0.0540227667374274	NA	NA	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	00505855	00501586	2005-07-21 08:50:00	2005-07-21 08:55:00	NA	NA	82085	delta O-18, wu	-17.47	-17.36	-0.109999999999999	0.631639391329311	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505862	00501587	2005-07-07 10:35:00	2005-07-07 10:40:00	NA	NA	00010	Temperature, water	10.1	10.1	0	0	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505862	00501587	2005-07-07 10:35:00	2005-07-07 10:40:00	NA	NA	00061	Discharge, instant.	0.14	0.14	0	0	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505862	00501587	2005-07-07 10:35:00	2005-07-07 10:40:00	NA	NA	00095	Specific cond at 25C	706.4	708.7	-2.30000000000007	-0.325065366405211	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505862	00501587	2005-07-07 10:35:00	2005-07-07 10:40:00	NA	NA	00400	pH	6.42	6.42	0	0	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505862	00501587	2005-07-07 10:35:00	2005-07-07 10:40:00	NA	NA	82082	H-2/H-1 ratio, wu	-144.46	-144.41	-0.0500000000000114	0.0346176480769975	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505862	00501587	2005-07-07 10:35:00	2005-07-07 10:40:00	NA	NA	82085	delta O-18, wu	-19.22	-19.17	-0.0499999999999972	0.260484501172165	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505866	00501588	2005-07-26 10:10:00	2005-07-26 10:15:00	NA	NA	00010	Temperature, water	8.5	8.5	0	0	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505866	00501588	2005-07-26 10:10:00	2005-07-26 10:15:00	NA	NA	00061	Discharge, instant.	0.15	0.15	0	0	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505866	00501588	2005-07-26 10:10:00	2005-07-26 10:15:00	NA	NA	00095	Specific cond at 25C	709.1	705.8	3.30000000000007	0.466464061064396	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505866	00501588	2005-07-26 10:10:00	2005-07-26 10:15:00	NA	NA	00400	pH	6.46	6.51	-0.0499999999999998	-0.771010023130298	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505866	00501588	2005-07-26 10:10:00	2005-07-26 10:15:00	NA	NA	82082	H-2/H-1 ratio, wu	-143.74	-143.99	0.25	-0.173774024258854	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	00505866	00501588	2005-07-26 10:10:00	2005-07-26 10:15:00	NA	NA	82085	delta O-18, wu	-19.1	-19.12	0.0199999999999996	-0.104657247514388	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505874	00501589	2005-07-12 09:15:00	2005-07-12 09:20:00	NA	NA	00010	Temperature, water	4	4	0	0	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505874	00501589	2005-07-12 09:15:00	2005-07-12 09:20:00	NA	NA	00061	Discharge, instant.	0.044	0.044	0	0	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505874	00501589	2005-07-12 09:15:00	2005-07-12 09:20:00	NA	NA	00095	Specific cond at 25C	205.3	208.2	-2.89999999999998	-1.40266021765416	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505874	00501589	2005-07-12 09:15:00	2005-07-12 09:20:00	NA	NA	00400	pH	5.36	5.55	-0.19	-3.48304307974335	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505874	00501589	2005-07-12 09:15:00	2005-07-12 09:20:00	NA	NA	82082	H-2/H-1 ratio, wu	-138.53	-138.95	0.419999999999987	-0.302724520686167	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505874	00501589	2005-07-12 09:15:00	2005-07-12 09:20:00	NA	NA	82085	delta O-18, wu	-18.42	-18.37	-0.0500000000000007	0.271812992661053	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505879	00501590	2005-09-08 10:10:00	2005-09-08 10:15:00	NA	NA	00010	Temperature, water	4	4	0	0	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505879	00501590	2005-09-08 10:10:00	2005-09-08 10:15:00	NA	NA	00061	Discharge, instant.	0.03	0.03	0	0	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505879	00501590	2005-09-08 10:10:00	2005-09-08 10:15:00	NA	NA	00095	Specific cond at 25C	203.3	202.4	0.900000000000006	0.443677594281492	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505879	00501590	2005-09-08 10:10:00	2005-09-08 10:15:00	NA	NA	00400	pH	5.63	5.81	-0.18	-3.14685314685314	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505879	00501590	2005-09-08 10:10:00	2005-09-08 10:15:00	NA	NA	82082	H-2/H-1 ratio, wu	-139.29	-139.2	-0.0900000000000034	0.064634277711949	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	00505879	00501590	2005-09-08 10:10:00	2005-09-08 10:15:00	NA	NA	82085	delta O-18, wu	-18.51	-18.61	0.0999999999999979	-0.538793103448264	NA	NA	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	00505897	00501591	2005-06-21 11:35:00	2005-06-21 11:40:00	NA	NA	00010	Temperature, water	6.5	6.5	0	0	NA	NA	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	00505897	00501591	2005-06-21 11:35:00	2005-06-21 11:40:00	NA	NA	00095	Specific cond at 25C	123	123.2	-0.200000000000003	-0.162469536961822	NA	NA	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	00505897	00501591	2005-06-21 11:35:00	2005-06-21 11:40:00	NA	NA	00400	pH	6.43	6.44	-0.0100000000000007	-0.155400155400166	NA	NA	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	00505897	00501591	2005-06-21 11:35:00	2005-06-21 11:40:00	NA	NA	82082	H-2/H-1 ratio, wu	-142.07	-141.8	-0.269999999999982	0.190227921231537	NA	NA	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	00505897	00501591	2005-06-21 11:35:00	2005-06-21 11:40:00	NA	NA	82085	delta O-18, wu	-18.67	-18.67	0	0	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	NA	2006-07-14 16:00:00	NA	0960190	NA	00010	Temperature, water	7.4	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	NA	2006-07-14 16:00:00	NA	0960190	NA	00061	Discharge, instant.	0.008	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	NA	2006-07-14 16:00:00	NA	0960190	NA	00095	Specific cond at 25C	62.2	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	NA	2006-07-14 16:00:00	NA	0960190	NA	00300	Dissolved oxygen	5.7	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	NA	2006-07-14 16:00:00	NA	0960190	NA	00400	pH	6.44	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	NA	2006-07-14 16:00:00	NA	0960190	NA	00410	ANC, wu,fxdEP,fld	13.6	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00915	Calcium, wf	5.29	5.44	-0.15	-2.79589934762349	.072	.072	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00916	Calcium, wu,recov	5.58	5.58	0	0	.072	.072	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00925	Magnesium, wf	1.47	1.46	0.01	0.682593856655291	.012	.012	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00927	Magnesium, wu,recov	1.62	1.59	0.03	1.86915887850467	.012	.012	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00929	Sodium, wu,recov	3.75	3.56	0.19	5.19835841313269	.27	.27	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00930	Sodium, wf	3.55	3.48	0.0699999999999998	1.99146514935988	.27	.27	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00935	Potassium, wf	0.8057	0.8111	-0.00540000000000007	-0.667986145472547	.027	.027	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00937	Potassium, wu,recov	1.07	1.09	-0.02	-1.85185185185185	.027	.027	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00940	Chloride, wf	0.302	0.313	-0.011	-3.57723577235773	.2	.2	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00945	Sulfate, wf	12.849	12.804	0.0449999999999999	0.350836159513507	.18	.18	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00954	Silica, wu	8.28	8.18	0.0999999999999996	1.21506682867557	1.05	1.05	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00955	Silica, wf	14.18874086	13.48016948	0.708571379999999	5.12178738730915	.1	.1	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00956	Silica, wu	17.72083225	17.5084846	0.212347650000002	1.20551670589662	.1	.1	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00978	Arsenic, wu	0.4329	0.44	-0.0071	-1.62676137014549	.04	.04	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	00985	Vanadium, wu	0.7096	0.761	-0.0514	-6.99034407724738	.01	.01	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	01000	Arsenic, wf	0.137	0.1291	0.00790000000000002	5.93761743705375	.04	.04	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	01005	Barium, wf	7.24	7.53	-0.29	-3.9268788083954	.02	.02	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	00603676	00602577	2006-07-14 16:00:00	2006-07-14 16:05:00	0960190	0960153	01007	Barium, wu,recov	15.14	16.1	-0.960000000000001	-6.145966709347	.02	.02	
