SITE_NO	STATION_NM	SAMPLE_START_DT	SAMPLE_END_DT	MEDIUM_CD	RECORD_NO	sum_cat	sum_an	perc.diff	complete.chem	Alk	Ca	Cl	Fe	K	Mg	Mn	Na	SO4	flags
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	2011-06-09 14:05:00	NA	WG 	01106365	23.25455455629	27.35826195	-8.10803997283969	Complete	0.503496	8.8804036	0.01210209	4.10329919909	0.11605646	3.62388702	6.1397562772	0.391152	26.84266386	Charge imbalance > 5%
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	2011-06-09 14:20:00	NA	WG 	01106366	1.38696921815	0	100	Incomplete	NA	0.534928	NA	0.08686628655	0.02407078	0.41326038	0.0325222716	0.2953215	NA	Charge imbalance > 10%
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	2011-06-09 14:12:00	NA	WG 	01106367	16.70236020425	0	100	Incomplete	NA	8.5851952	NA	1.47207336185	0.07674	4.36112313	1.6095385124	0.59769	NA	Charge imbalance > 10%
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	2011-09-29 12:00:00	NA	WG 	01106394	1.51153553851	0	100	Incomplete	NA	0.5927621	NA	0.10471957691	0.02742176	0.45843759	0.0362660116	0.2919285	NA	Charge imbalance > 10%
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	2011-09-29 12:30:00	NA	WG 	01106395	16.23344029027	0	100	Incomplete	NA	8.3518628	NA	1.51435501667	0.08433726	4.23900477	1.4955194436	0.548361	NA	Charge imbalance > 10%
391513106230402	DINERO MINE TUNNEL DRAINAGE FROM BEHIND BULKHEAD	2011-06-09 13:52:00	NA	WG 	01106397	23.25341728671	0	100	Incomplete	NA	8.8691761	NA	4.11974751991	0.11567276	3.6331035	6.1369194068	0.378798	NA	Charge imbalance > 10%
391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2011-10-03 12:30:00	NA	WG 	01200657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391517106224701	SC00908019BDBB2 BPS-03 BUFFALO PK SEEP NR LEADVILL	2011-10-03 12:41:00	NA	WG 	01200658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2011-10-03 12:55:00	NA	WG 	01200659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2011-10-03 15:11:00	NA	WG 	01200660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2011-10-04 10:00:00	NA	WS 	01200661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2011-10-04 10:10:00	NA	WS 	01200662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2011-10-04 11:05:00	NA	WG 	01200663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391606106241601	SC00908113ADB TL-ADIT	2011-10-04 11:40:00	NA	WG 	01200664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2011-10-04 13:30:00	NA	WS 	01200666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2011-10-04 14:00:00	NA	WG 	01200667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391445106230901	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	2011-10-04 14:14:00	NA	WS 	01200668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2011-10-04 14:43:00	NA	WG 	01200669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391456106232901	SBG-03 STRAWBERRY GULCH 3	2011-10-04 15:08:00	NA	WS 	01200670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391509106231901	SC00908124ADCB1 SLGS-02 SUGARLOAF GULCH SEEP 2	2011-10-04 16:05:00	NA	WG 	01200671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2011-10-04 15:43:00	NA	WG 	01200672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2011-10-04 16:25:00	NA	WS 	01200673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2012-05-29 14:35:00	NA	WG 	01202524	1.87122545304	1.93588371	-1.69835573898728	Complete	0.081918	1.1975501	0.00567021	0.00014553184	0.04018618	0.48172566	0.0002814812	0.1513365	1.8482955	
391512106224001	SC00908019BDCA1 K-ADIT MINE DRAINAGE TUN NR LEADVI	2012-05-29 12:45:00	NA	WG 	01202525	4.38213423854	4.48790782	-1.19248117158771	Complete	3.072924	2.1328757	0.01094548	0.00161481614	0.02291968	2.05362924	0.0201498024	0.150945	1.40403834	
391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2012-05-29 15:30:00	NA	WG 	01202526	1.61570261811	1.58913851	0.828874413680075	Complete	0.073926	0.4233017	0.00928109	0.00011140491	0.0171386	0.83828823	0.1497691832	0.1870935	1.50593142	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2012-05-29 13:20:00	NA	WG 	01202527	1.60023960139	1.55104452	1.5611122163209	Complete	0.103896	0.8609247	0.00863226	0.00281176539	0.02985186	0.49324626	0.062851516	0.1505535	1.43851626	
391600106235701	TLS-05 TURQUOISE LAKE SOUTH 5	2012-05-29 16:30:00	NA	WS 	01202528	0.41813656295	0.44261887	-2.84428144311489	Complete	0.083916	0.2349791	0.00578305	0.00019749215	0.01588518	0.10500204	4.17508e-05	0.062031	0.35291982	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2012-05-30 09:30:00	NA	WS 	01202529	0.22989260616	0.23026207	-0.0802912279590879	Complete	0.13986	0.1427639	0.00358267	0.00232965536	0.00572992	0.05060835	0.0026652808	0.0257955	0.0868194	
391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 10:15:00	NA	WS 	01202530	5.2435380415	5.91041025	-5.97879953422591	Complete	-0.033966	2.9723434	0.00363909	0.0052823331	0.04138844	1.50467265	0.4416687184	0.2781825	5.94073716	Charge imbalance > 5%
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2012-05-31 11:45:00	NA	WS 	01202531	8.1285881948	8.74137838	-3.63243271694072	Complete	-0.027972	4.5953409	0.0078988	9.88356e-05	0.08218854	2.86377429	0.2544106292	0.332775	8.76145158	
391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2012-05-30 12:00:00	NA	WS 	01202532	0.33720494676	0.33570878	0.222341542533816	Complete	0.147852	0.144211	0.01596686	0.00145374276	0.01038548	0.08862633	0.006354894	0.0861735	0.17188992	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2012-05-30 13:15:00	NA	WG 	01202533	4.04447779081	4.30648179	-3.13741189446144	Complete	0.567432	1.9012898	0.00956319	0.28579749721	0.03128434	1.17814593	0.4610842236	0.186876	3.7294866	
391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2012-05-30 14:20:00	NA	WG 	01202534	3.76403403138	4.54411788	-9.38937873236873	Complete	-0.477522	1.9670081	0.0118482	0.03159079418	0.0571713	0.9940632	0.4896536372	0.224547	5.00979168	Charge imbalance > 5%
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2012-05-30 15:00:00	NA	WS 	01202535	0.22933714866	0.19333334	8.51817423405724	Complete	0.143856	0.1450593	0.00361088	0.00274111226	0.00555086	0.04748133	5.55464e-05	0.028449	0.04586646	Charge imbalance > 5%
391501106225001	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	2012-05-30 16:10:00	NA	WG 	01202536	3.83394423423	4.18785328	-4.41184217305654	Complete	-0.037962	1.9616688	0.0087451	0.01008277103	0.0567876	0.99249969	0.5855308732	0.2273745	4.21707018	
391606106241601	SC00908113ADB TL-ADIT	2012-05-31 09:50:00	NA	WG 	01202537	0.59240154184	1.36432833	-39.4498392071933	Complete	0.001998	0.1420154	0.00617799	0.26542314704	0.02463354	0.07809321	0.0066332448	0.075603	1.35615234	Charge imbalance > 10%
391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2012-05-31 11:50:00	NA	WG 	01202539	4.71272098083	5.26668293	-5.55105248890488	Complete	-0.035964	2.7807773	0.00572663	0.00449569483	0.0501368	1.29219987	0.370003816	0.2151075	5.2969203	Charge imbalance > 5%
391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	2012-05-31 14:40:00	NA	WG 	01202540	17.18695333263	19.57042776	-6.48434234572793	Complete	0.63936	6.9812096	0.0067704	3.07831078663	0.09569478	2.85562758	3.793876086	0.3822345	18.92429736	Charge imbalance > 5%
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2012-05-29 11:00:00	NA	WG 	01202541	11.06375283404	11.58221595	-2.28942784874541	Complete	0.23976	6.0120019	0.00854763	0.26496692764	0.0535901	3.26658384	0.9881535664	0.4784565	11.33390832	
391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2012-05-29 13:15:00	NA	WG 	01202542	5.18607605497	5.77328909	-5.35809353244802	Complete	0.085914	0.9532397	0.00674219	1.37918050297	0.0607525	1.16777739	1.500324462	0.1248015	5.6806329	Charge imbalance > 5%
391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2012-05-29 14:00:00	NA	WG 	01202543	12.0539706589	25.82858947	-36.361372526646	Complete	0.001998	1.3146155	0.03388021	8.2885843905	0.05645506	1.64349588	0.6064433284	0.1443765	25.79271126	Charge imbalance > 10%
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2012-05-29 16:10:00	NA	WS 	01202544	4.7244576302	5.33634867	-6.0819284413401	Complete	-0.237762	2.6121153	0.00346983	0.0477325814	0.05978046	1.2697347	0.5060670888	0.2290275	5.57064084	Charge imbalance > 5%
391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 09:45:00	NA	WS 	01202545	0.57194321715	0.5090532	5.81778220096295	Complete	0.283716	0.2661167	0.00406224	0.00589916035	0.01596192	0.15849054	0.0023263968	0.1231485	0.22127496	Charge imbalance > 5%
391445106230901	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	2012-05-30 11:10:00	NA	WS 	01202546	0.57729213783	0.57825377	-0.0832188633514323	Complete	0.281718	0.2880727	0.00674219	0.00077073863	0.01772694	0.15182505	5.47092e-05	0.118842	0.28979358	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2012-05-30 11:40:00	NA	WG 	01202547	1.55992783163	1.55043674	0.305144024484117	Complete	0.575424	0.8257452	0.0090272	0.00041478723	0.03228196	0.57553626	0.0004521244	0.1254975	0.96598554	
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2012-05-30 13:10:00	NA	WG 	01202548	0.74289225773	1.68428333	-38.7854540491003	Complete	1.012986	0.3656173	0.00945035	0.04019575813	0.01135752	0.20268027	0.0165534096	0.106488	0.66184698	Charge imbalance > 10%
391456106232901	SBG-03 STRAWBERRY GULCH 3	2012-05-30 14:00:00	NA	WS 	01202549	0.3094296356	0.30542352	0.651556483611218	Complete	0.15984	0.1347799	0.008463	0.0015699104	0.01337834	0.06657261	3.88752e-05	0.09309	0.13712052	
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2012-05-30 15:05:00	NA	WG 	01202550	3.20011066081	3.57204534	-5.49211623514748	Complete	-0.25974	1.2576796	0.008463	0.04793172081	0.04755322	0.62153637	0.98154875	0.243861	3.82332234	Charge imbalance > 5%
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2012-05-30 15:50:00	NA	WS 	01202551	3.52911822047	4.56047378	-12.7491665768815	Complete	-0.10989	2.2103205	0.00699608	0.00224553767	0.0482183	0.89975886	0.2019700228	0.166605	4.6633677	Charge imbalance > 10%
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	2012-05-30 16:10:00	NA	WG 	01202552	9.44732423201	10.17072105	-3.68740518023662	Complete	0.4995	3.8955433	0.00770133	1.51313368081	0.03957226	2.15336472	1.5582187712	0.2874915	9.66351972	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2012-05-31 09:40:00	NA	WS 	01202553	5.83880595059	6.35865224	-4.26192310961188	Complete	-0.071928	3.679626	0.00242606	0.01178002179	0.047323	1.70702376	0.0668901688	0.326163	6.42815418	
391504106225001	SC00908019CBA2 LSGS-0A	2012-05-31 10:10:00	NA	WG 	01202554	2.71549463735	2.84674494	-2.35966647651181	Complete	0.153846	1.6438058	0.00643188	0.00131189935	0.04110706	0.79887132	0.000240058	0.2301585	2.68646706	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	2012-05-31 10:40:00	NA	WG 	01202555	4.93173623198	5.29401071	-3.54276787872334	Complete	0.083916	3.2187995	0.00657293	0.02150741438	0.05277154	1.33334487	0.0098174076	0.2954955	5.20352178	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2012-05-31 11:05:00	NA	WG 	01202556	7.22319377108	7.61929949	-2.66872763189099	Complete	-0.015984	4.5720376	0.00606515	0.00024451068	0.06387326	2.21829153	0.0183978704	0.350349	7.62921834	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	2012-05-31 11:30:00	NA	WG 	01202557	6.77649857754	7.9620643	-8.04397099168112	Complete	0.003996	3.8760823	0.42884842	0.00013443074	0.07684232	2.38599855	0.1387699768	0.298671	7.52921988	Charge imbalance > 5%
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	2012-05-31 12:05:00	NA	WG 	01202559	0.87598395667	0.86176245	0.818387919860655	Complete	0.317682	0.4639702	0.00990171	0.00098430947	0.02836822	0.25312404	0.0021256872	0.1274115	0.53417874	
391519106230901	LSGS-11, LITTLE SUGARLOAF GULCH SEEP 11	2012-05-31 13:20:00	NA	WG 	01202560	2.84912326178	3.45792037	-9.65265413976822	Complete	-0.071928	1.6798336	0.00899899	0.00016537058	0.04701604	0.79697865	0.1478671012	0.1772625	3.52084938	Charge imbalance > 5%
391523106225201	SC00908019BBDA1 BPS-01 BUFFALO PK SEEP NR LEADVILL	2012-05-31 14:20:00	NA	WG 	01202562	0.3759103615	0.35022184	3.53771963933485	Complete	0.205794	0.1627239	0.00214396	0.0057077559	0.00693218	0.07595367	0.0005743556	0.1240185	0.14228388	
391516106224601	SC00908019BDBB1 BPS-02 BUFFALO PK SEEP NR LEADVILL	2012-05-31 14:50:00	NA	WG 	01202563	0.89491097995	0.87423805	1.16852394004276	Complete	0.645354	0.4132718	0.01323049	0.00175236235	0.02409636	0.3258684	0.0006400576	0.129282	0.21565356	
391517106224701	SC00908019BDBB2 BPS-03 BUFFALO PK SEEP NR LEADVILL	2012-05-31 15:10:00	NA	WG 	01202564	0.68597322435	0.71790503	-2.27454236512728	Complete	0.527472	0.3128231	0.04042493	0.00689467835	0.01519452	0.20465523	0.000332696	0.146073	0.1500081	
391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2012-05-31 15:35:00	NA	WG 	01202565	0.93780701246	0.91291753	1.34485072678167	Complete	0.667332	0.4507966	0.01086085	0.00035258526	0.01839202	0.36010104	6.72672e-05	0.1080975	0.23472468	
391512106230301	DINERO DRIPPER AT 1140 FEET NEAR LEADVILLE, CO	2012-05-31 14:45:00	NA	WG 	01202591	1.78158891674	1.73195473	1.41265319945727	Complete	0.833166	0.682133	0.00933751	0.12463720634	0.02499166	0.60293883	0.0419532204	0.304935	0.88945122	
391512106230401	DINERO STRUCTURE AT 1200 FT NEAR LEADVILLE, CO	2012-05-31 14:10:00	NA	WG 	01202592	15.21011149016	16.19924503	-3.14916843076722	Complete	0.793206	8.1136402	0.00798343	1.11571268936	0.06840092	4.05245334	1.3008858408	0.5590185	15.3980556	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	2012-05-30 11:00:00	NA	WG 	01202593	4.11816569598	4.76901472	-7.32345911251797	Complete	-0.035964	2.4911577	0.0095914	0.00116446958	0.05732478	1.06787733	0.2915804164	0.209061	4.79538732	Charge imbalance > 5%
391518106230901	LSGS-10, LITTLE SUGARLOAF GULCH SEEP 10	2012-05-31 13:30:00	NA	WG 	01202594	13.14039415071	13.96384716	-3.03809650987951	Complete	0.133866	6.8044139	0.00812448	0.00020379471	0.11436818	4.58577483	1.204330946	0.4313025	13.82185668	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2012-09-20 10:10:00	NA	WS 	01205299	0.272966028	0.25585329	3.23602739489936	Complete	0.163836	0.1664165	0.00346983	0.004590842	0.00746936	0.0559572	0.002992626	0.0355395	0.08854746	
391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2012-09-20 10:50:00	NA	WS 	01205300	5.50210773571	5.84439463	-3.01667318489633	Complete	-0.061938	3.15867	0.01069159	0.00930454811	0.0622873	1.53413247	0.4343879176	0.3033255	5.89564104	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	2012-09-20 11:30:00	NA	WG 	01205301	4.49192173912	4.83586253	-3.68727214263125	Complete	-0.075924	2.7048295	0.00792701	0.00267113952	0.07177748	1.11330141	0.3489127096	0.2504295	4.90385952	
391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2012-09-20 12:15:00	NA	WG 	01205302	4.84225239314	4.92223591	-0.819126557141563	Complete	-0.43956	2.5152594	0.00612157	0.06157866114	0.07766088	1.2392874	0.624130052	0.324336	5.35567434	
391501106225001	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	2012-09-20 12:50:00	NA	WG 	01205303	4.00575671097	4.3342046	-3.93824235848643	Complete	-0.03996	1.9799322	0.01004276	0.01397295457	0.0743099	0.95843163	0.7090620264	0.270048	4.36412184	
391504106225001	SC00908019CBA2 LSGS-0A	2012-09-20 13:30:00	NA	WG 	01205304	3.93927923629	4.04912694	-1.37508911397163	Complete	0.123876	2.5630137	0.00744744	0.00026531629	0.06182686	1.02319386	0.000182	0.2907975	3.9178035	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2012-09-20 14:00:00	NA	WS 	01205305	5.87950254963	6.65303583	-6.17219957313098	Complete	-0.105894	3.6884583	0.00313131	0.02340910443	0.05497142	1.69229385	0.0601898752	0.36018	6.75579852	Charge imbalance > 5%
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	2012-09-20 14:40:00	NA	WG 	01205306	5.44983771307	5.77804442	-2.92313993894999	Complete	0.043956	3.619746	0.00631904	0.00087114987	0.06914274	1.43340951	0.0011143132	0.325554	5.72776938	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2012-09-20 15:30:00	NA	WS 	01205307	5.87685502847	5.8041658	0.62228489733394	Complete	-0.233766	3.1209955	0.0104377	0.14439834607	0.07369598	1.52310561	0.7236880924	0.2909715	6.0274941	
391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2012-09-20 16:15:00	NA	WG 	01205308	5.55060274443	5.84896972	-2.61735233054566	Complete	-0.021978	3.2535299	0.01517698	0.02498904163	0.0819839	1.41802128	0.5075116228	0.264567	5.85577074	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	2012-09-20 17:15:00	NA	WG 	01205309	11.75956100807	11.61255041	0.629000073807368	Complete	0.555444	4.7756795	0.00826553	1.86872576327	0.05353894	2.72667915	1.9494841548	0.3854535	11.04884088	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2012-09-20 17:45:00	NA	WS 	01205310	4.84137338389	5.98027837	-10.524317470303	Complete	-0.087912	3.1012351	0.00696787	0.00600780789	0.07080544	1.2960675	0.155282036	0.2119755	6.0612225	Charge imbalance > 10%
391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2012-09-21 09:40:00	NA	WG 	01205311	5.71404908171	6.22359758	-4.26841665471953	Complete	0.13986	1.066363	0.00750386	1.57299403491	0.06658474	1.27771683	1.5934959768	0.1368945	6.07623372	
391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2012-09-21 10:15:00	NA	WG 	01205312	16.43248461027	31.12535262	-30.8947354745942	Complete	0.001998	2.1737438	0.00880152	10.20963178667	0.09152524	2.80559526	0.9284420236	0.2235465	31.1145531	Charge imbalance > 10%
391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2012-09-21 12:30:00	NA	WS 	01205313	0.5158753592	0.46544342	5.1392004585007	Complete	0.255744	0.2243005	0.03830918	0.0017561224	0.0175223	0.13158171	0.0043857268	0.136329	0.17139024	Charge imbalance > 5%
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2012-09-21 14:00:00	NA	WG 	01205314	4.03920553249	4.31013972	-3.24497525634362	Complete	0.747252	2.0141636	0.0093093	0.20159414969	0.0373468	1.18834989	0.3869065928	0.2108445	3.55357842	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2012-09-21 15:15:00	NA	WS 	01205315	0.22534246568	0.20839125	3.90820797811951	Complete	0.157842	0.1415164	0.00380835	0.00381333528	0.00657406	0.04213248	0.0002906904	0.0310155	0.0467409	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2012-09-20 09:15:00	NA	WG 	01205316	11.65048601109	11.62685869	0.10150350649269	Complete	0.351648	6.4892455	0.00832195	0.35558359549	0.06146874	3.26016522	0.9675039556	0.516519	11.26688874	
391606106241601	SC00908113ADB TL-ADIT	2012-09-20 10:25:00	NA	WG 	01205317	0.84592309229	1.06301917	-11.3725848077546	Complete	-0.73926	0.2513463	0.00713713	0.25185061989	0.05105768	0.14022216	0.0227733324	0.128673	1.79514204	Charge imbalance > 10%
391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2012-09-20 12:05:00	NA	WG 	01205319	1.58331224831	1.59366411	-0.325840060563338	Complete	0.061938	0.4440601	0.00905541	0.00035849391	0.0185455	0.78726843	0.1463342244	0.1867455	1.5226707	
391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2012-09-20 13:10:00	NA	WG 	01205320	1.7428246868	1.70955013	0.963816461586933	Complete	0.125874	1.1010435	0.01018381	0.00017905	0.05632716	0.41358954	0.0007739368	0.1709115	1.57349232	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2012-09-20 15:00:00	NA	WG 	01205321	1.6330841995	1.65772003	-0.748626438460103	Complete	0.191808	0.8858248	0.00849121	0.0008232719	0.03051694	0.48567558	0.0720341076	0.1582095	1.45742082	
391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2012-09-20 15:40:00	NA	WG 	01205322	1.21878489054	1.14025383	3.32894326219553	Complete	1.00899	0.6106263	0.01396395	0.00173084054	0.02652646	0.45399393	0.00049686	0.1254105	0.11729988	
391517106224701	SC00908019BDBB2 BPS-03 BUFFALO PK SEEP NR LEADVILL	2012-09-20 15:45:00	NA	WG 	01205323	1.46618704599	0.99034832	19.3703185623885	Complete	0.727272	0.716065	0.01055054	0.00390683519	0.03778166	0.5077293	0.0019527508	0.1987515	0.25252578	Charge imbalance > 10%
391519106230901	LSGS-11, LITTLE SUGARLOAF GULCH SEEP 11	2012-09-20 16:50:00	NA	WG 	01205324	6.64514388715	4.640831	17.7593243578104	Complete	-0.075924	3.8922	0.0098735	0.00849180435	0.125342	2.03659521	0.2271633728	0.3553515	4.7068815	Charge imbalance > 10%
391518106230901	LSGS-10, LITTLE SUGARLOAF GULCH SEEP 10	2012-09-20 17:15:00	NA	WG 	01205325	14.9349720292	15.3559696	-1.38984642984544	Complete	0.111888	7.6658875	0.00806806	0.00017905	0.1333997	5.35469259	1.2691661892	0.511647	15.23601354	
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	2012-09-20 17:40:00	NA	WG 	01205326	0.9510363416	0.93339047	0.936405250200059	Complete	0.323676	0.5001477	0.00961961	0.00017905	0.0303123	0.28069119	0.0005931016	0.139113	0.60009486	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2012-09-20 18:00:00	NA	WS 	01205327	10.76340170174	11.08661256	-1.47922493042009	Complete	-0.033966	6.2828092	0.00863226	0.00031133214	0.11303802	3.64742196	0.2975231896	0.422298	11.1119463	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2012-09-21 09:20:00	NA	WG 	01205328	8.48287587997	8.8053996	-1.86556328538189	Complete	-0.073926	5.3638508	0.00727818	0.00034008757	0.0841582	2.58275394	0.0194263524	0.4323465	8.87204742	
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	2012-09-21 09:55:00	NA	WG 	01205329	9.74124701117	10.0849849	-1.73375299134043	Complete	-0.021978	5.6214346	0.00857584	0.00028422397	0.10774296	3.39191151	0.2123657172	0.407508	10.09838706	
391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2012-09-21 11:00:00	NA	WS 	01205330	0.94418953027	0.92951968	0.782931000690662	Complete	0.46953	0.435627	0.00823732	0.05236020027	0.01312254	0.24259092	0.02553187	0.174957	0.45175236	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2012-09-21 11:40:00	NA	WG 	01205331	1.67152511974	1.56917275	3.15834347582088	Complete	0.605394	0.8914635	0.01001455	0.00301427094	0.04379296	0.59043075	0.0008396388	0.141984	0.9537642	
