USGS SID,Sample start date (yyyymmdd),Sample start time (hhmm),medium code,Sample end date (yyyymmdd),Sample end time (hhmm),01077,01105,00978,01007,01012,01017,00916,01113,01112,01037,01034,01117,01042,82330,01246,01236,01045,01122,01219,01127,01247,00937,01182,01132,01244,00927,01055,01062,00929,01239,01237,01067,00665,01051,01238,01137,01097,01189,01147,00954,82322,01082,82318,01218,82364,01152,01059,01245,22704,00985,01154,01203,01196,01092,01162
391435106230801,20130530,1405,WG,,,0.437,412,0.9,23,0.61,0.42,38.1,8.7,2.8,8.6,0.13,0.36,0.76,0.54,0.28,0.12,12000,0.26,1,0.062,0.095,1.3,1.3,3.4,0.02,14.2,12600,1.6,6.4,1.2,1.4,12,0.08,8.56,0.37,5.4,2.2,2.5,1.4,27.81171444,0.4,92.3,0.98,0.13,0.85,2.7,0.19,0.04,1.42,0.078,1.1,3.2,0.13,3220,0.23
391435106230801,20130530,1352,OAQ,,,0.276,22.9,0.7,2,0.08,0.2,0.12,0.04,0.04,0.15,0.071,0.03,1.2,0.02,0.02,0.01,10,0.02,0.03,0.02,0.005,0.02,0.03,2,0.005,0.018,1.1,0.37,1.1,0.79,0.04,0.2,0.05,0.3,0.01,0.07,1.4,0.2,0.7,0.213936265,0.03,0.38,0.68,0.01,0.32,0.88,0.09,0.005,0.03,0.02,0.78,0.04,0.02,10.3,0.05
391452106224201,20130531,0925,WS,,,0.189,109,0.5,7.7,0.08,0.2,4.3,0.24,0.58,0.24,0.29,0.04,1.5,0.02,0.02,0.01,500,0.06,0.079,0.02,0.01,0.38,0.46,2,0.005,1.1,265,0.57,1.8,0.43,0.62,0.4,0.05,0.3,0.12,0.8,0.9,0.2,0.7,4.706597828,0.05,23.9,0.57,0.01,0.2,2.2,0.05,0.005,0.69,0.17,0.5,0.2,0.02,89.4,0.05
391454106224201,20130531,1020,WS,,,0.155,237,0.5,21.1,0.29,0.1,40.3,7,0.39,1.3,0.11,0.04,5.1,0.055,0.051,0.03,120,0.15,0.1,0.02,0.01,1.7,0.37,2,0.009,11.7,6430,0.3,4.9,0.34,0.31,10.5,0.04,0.3,0.073,2,0.6,1.1,0.7,17.75670999,0.03,164,0.5,0.02,0.2,2.4,0.04,0.005,0.11,0.02,0.3,0.5,0.04,2680,0.06
391504106223001,20130531,1500,WS,,,0.108,135,1.3,8.3,0.08,0.1,5.6,0.23,0.65,0.39,1.3,0.03,18.2,0.02,0.02,0.01,550,0.04,0.071,0.13,0.006,0.39,0.48,2,0.006,0.67,81.8,0.57,3.8,0.2,0.6,1.7,0.06,1.97,0.18,0.95,0.6,0.2,0.7,4.278725298,0.079,20.4,0.47,0.01,0.1,3.9,0.04,0.005,0.65,0.29,0.2,0.17,0.02,105,0.1
391443106225701,20130530,1600,WS,,,0.303,67.2,1.7,14,0.08,0.3,4,0.081,0.12,0.2,0.27,0.01,2,0.02,0.02,0.01,120,0.03,0.03,0.11,0.006,0.64,0.074,2,0.007,1.4,8,0.72,5.2,1.3,0.04,1.4,0.06,0.3,0.02,0.72,2.7,0.7,2.4,12.40830336,0.095,18.4,0.82,0.01,0.55,1.2,0.16,0.005,0.067,0.073,1.1,0.35,0.02,39.8,0.1
391443106225701,20130530,1607,WSQ,,,0.184,75,2.3,15.6,0.08,0.1,4.1,0.059,0.17,0.17,3.3,0.02,1.6,0.04,0.02,0.01,120,0.01,0.03,0.091,0.01,0.66,0.064,2,0.005,1.4,9.3,0.74,4.6,0.87,0.12,0.6,0.04,16.2,0.04,0.78,1.6,0.38,0.8,12.83617589,0.03,19.4,0.68,0.01,0.3,1.6,0.08,0.005,0.071,0.062,0.6,0.09,0.02,86.9,0.1
391517106230602,20130531,1200,WS,,,0.291,636,0.6,19,0.63,0.09,34.9,31.5,0.89,0.18,0.28,0.05,17.1,0.74,0.42,0.1,78,0.1,0.85,0.02,0.12,2,1.9,2,0.04,11.7,2070,0.2,4.8,0.55,2,31.9,0.05,1.69,0.46,2.2,0.8,1.2,1.2,20.7518177,0.34,173,0.47,0.12,0.2,3.8,0.07,0.03,0.76,0.05,0.6,4,0.11,3370,0.03
391500106224901,20130531,1050,WG,,,0.1,1070,0.5,19.9,0.91,0.05,43.6,15.7,3.4,1.5,0.71,0.01,14.6,1.2,0.55,0.32,45,0.1,1.7,0.02,0.18,2.3,2.6,9.4,0.02,11.5,5900,0.1,5.8,0.37,3.8,23.7,0.09,0.3,0.81,1.5,0.7,1.2,0.7,18.18458252,1.1,203,0.49,0.2,0.2,3.1,0.03,0.05,1,0.04,0.3,4.8,0.38,3100,0.08
391500106224901,20130531,1057,WGQ,,,0.1,1030,0.5,19.6,0.71,0.06,42.9,14.5,3.4,1.4,0.26,0.03,14.9,1.1,0.46,0.22,23,0.12,1.1,0.02,0.21,2.1,2.5,7,0.05,11.1,5730,0.2,4.4,0.2,3.3,22.3,0.06,0.3,0.7,1.5,0.6,1.1,1.4,17.54277372,0.97,198,0.44,0.21,0.1,3.2,0.02,0.04,0.91,0.04,0.2,4.7,0.38,3000,0.03
391501106225401,20130531,1230,WS,,,0.165,493,1.4,38,0.39,0.02,26.5,23.4,1.5,2.8,0.38,0.03,5.5,0.24,0.093,0.04,490,0.09,0.33,0.13,0.05,1.5,0.91,2.9,0.01,7.4,7660,0.34,3.9,0.2,0.73,10.1,0.05,63.2,0.16,2,0.6,1.1,2.1,17.54277372,0.17,109,0.39,0.05,0.04,2.1,0.07,0.02,0.31,0.04,0.3,1.3,0.069,3530,0.03
391501106225401,20130531,1212,OAQ,,,0.222,23.4,0.5,2,0.08,0.2,0.11,0.082,0.05,0.05,0.07,0.01,5.3,0.02,0.02,0.01,45,0.01,0.03,0.035,0.005,0.02,0.03,2,0.005,0.016,0.3,0.4,0.66,0.77,0.03,0.3,0.07,0.3,0.01,0.1,1.7,0.2,2.3,0.256723518,0.03,0.33,0.64,0.01,0.32,1.9,0.12,0.005,0.04,0.04,0.68,0.01,0.02,8.9,0.48
391504106225200,20130530,1230,WG,,,0.172,44.8,4.3,32.7,0.24,0.1,94.1,0.41,0.25,7.2,0.15,0.39,1.8,0.02,0.02,0.01,11000,0.32,0.04,0.02,0.01,1.8,0.11,10.9,0.005,30.5,17700,0.59,9.2,0.64,0.14,5.8,0.1,0.3,0.02,6.8,1,1.9,1.8,25.67235179,0.083,270,0.58,0.01,0.38,4.5,0.09,0.005,0.11,0.04,0.4,0.07,0.02,3110,0.09
391504106225200,20130530,1237,WGQ,,,0.147,32.3,3.9,33.2,0.1,0.07,92.6,0.44,0.15,7.1,0.14,0.41,4.6,0.02,0.02,0.01,9700,0.24,0.03,0.037,0.005,1.8,0.071,9.2,0.005,30.3,17900,0.63,9.3,0.39,0.093,6.9,0.09,0.3,0.03,6.7,0.9,1.9,1.9,25.67235179,0.03,279,0.49,0.01,0.3,3.7,0.05,0.005,0.096,0.04,0.3,0.08,0.02,3080,0.07
